#{"t_start": 1626962665.03672, "env_id": "fertilization-v0"}
r,l,t
-448.44793,30,1644.711622
-352.064077,30,1645.6395
-820.0,30,1646.559226
-702.296037,30,1647.486721
-551.793184,30,1648.434915
-651.707777,30,1649.652514
-394.440764,30,1650.581525
-368.105422,30,1651.521098
-628.162946,30,1652.486792
-661.179392,30,1653.472843
-459.851484,30,1654.372732
-273.185396,30,1655.285
-481.536979,30,1656.191105
-639.085441,30,1657.109443
-396.842813,30,1658.054375
-525.84857,30,1658.978069
-722.296037,30,1659.962404
-234.929642,30,1660.917446
-478.900471,30,1661.86918
-256.423566,30,1662.877211
-71.080633,30,1663.923679
-409.783121,30,1664.86695
-372.613609,30,1665.809006
-865.641728,30,1666.784934
-234.035478,30,1667.692958
-425.553577,30,1668.596793
-168.105422,30,1669.507035
-545.575546,30,1670.466137
-357.391289,30,1671.374006
-418.362926,30,1672.282008
-385.553577,30,1673.168718
-646.977954,30,1674.062688
-415.603918,30,1674.970532
-465.575546,30,1675.884325
-501.468469,30,1676.820391
-677.652527,30,1677.756455
-940.0,30,1678.703011
-638.232848,30,1679.640335
-354.929642,30,1680.5808
-212.480975,30,1681.709994
-110.562533,30,1682.592619
-460.430865,30,1683.501327
-622.567091,30,1684.432734
-297.357052,30,1685.366772
43.069653,30,1686.317282
-448.716126,30,1687.264907
-725.955184,30,1688.230639
-636.050101,30,1689.182233
-196.006478,30,1690.140722
-479.085441,30,1691.11025
-355.603918,30,1692.064158
-27.384539,30,1693.015482
-297.278577,30,1693.971358
-680.319308,30,1694.918405
-347.320436,30,1695.875435
-199.296445,30,1696.838079
-675.813653,30,1697.782282
-43.535362,30,1698.701813
-394.293895,30,1699.653205
-745.896322,30,1700.584316
-740.0,30,1701.542112
-301.536979,30,1702.551533
-457.876693,30,1703.548124
-546.8649,30,1704.5379
-568.166039,30,1705.586117
-600.319308,30,1706.592833
-579.765031,30,1707.584814
-206.101507,30,1708.573156
-481.536979,30,1709.555124
-461.623308,30,1710.577611
-303.66276,30,1711.534498
-867.124547,30,1712.472895
-172.612754,30,1713.400799
-437.49344,30,1714.55598
-353.969897,30,1715.495016
-192.612754,30,1716.43415
-520.755589,30,1717.377593
-445.553577,30,1718.329387
-230.262734,30,1719.280181
-575.813653,30,1720.225574
-284.146163,30,1721.188931
-233.185396,30,1722.121404
9.610589,30,1723.052387
-467.460782,30,1723.982889
-442.567091,30,1724.916777
42.960534,30,1725.854635
-643.534146,30,1726.785703
-404.146163,30,1727.719566
-370.410602,30,1728.658539
-546.998912,30,1729.593683
-424.146163,30,1730.527564
-339.867949,30,1731.469537
-702.296037,30,1732.403358
-368.800166,30,1733.344734
-337.775853,30,1734.279211
-155.07854,30,1735.227876
-225.771067,30,1736.164924
-171.080633,30,1737.098223
-920.0,30,1738.042456
-692.091657,30,1738.988145
-695.214379,30,1739.926399
-806.708774,30,1740.885653
-725.896322,30,1741.9817
-145.156813,30,1742.97979
-465.575546,30,1743.866872
-427.470424,30,1744.771143
-739.765031,30,1745.660922
-820.0,30,1746.576319
-481.494182,30,1747.757649
-338.232848,30,1748.706805
-365.156813,30,1749.667952
-172.480975,30,1750.61316
-555.677104,30,1751.546957
-348.273176,30,1752.487377
-50.658803,30,1753.377636
-430.262734,30,1754.418336
-316.423566,30,1755.335182
-301.623308,30,1756.242336
-532.006391,30,1757.13905
-680.0,30,1758.051257
-171.920168,30,1758.951727
-304.023501,30,1759.862507
-485.521966,30,1760.774823
-25.771067,30,1761.774909
-440.635192,30,1762.710171
-639.765031,30,1763.69871
-775.813653,30,1764.637399
-788.433445,30,1765.550272
-237.49344,30,1766.464223
-425.575546,30,1767.361888
-368.800166,30,1768.267169
-606.8649,30,1769.173749
-448.162946,30,1770.082424
-661.179392,30,1770.992922
-715.813653,30,1771.880518
114.354727,30,1772.813353
-94.440764,30,1773.726923
-94.758887,30,1774.649024
-514.84915,30,1775.553093
-194.919635,30,1776.472918
-313.185396,30,1777.384634
-95.700439,30,1778.310632
-822.567091,30,1779.464143
-454.573008,30,1780.370992
-110.432499,30,1781.279809
-495.170514,30,1782.235738
-546.998912,30,1783.194234
-577.440109,30,1784.15712
-212.504198,30,1785.10878
-595.813653,30,1786.143715
-554.573008,30,1787.080652
-689.451723,30,1788.119373
-426.998912,30,1789.070136
-99.296445,30,1790.025867
-425.575546,30,1790.983648
-644.01876,30,1791.943788
-812.938437,30,1792.920283
-579.765031,30,1793.906694
-169.783121,30,1794.839952
-600.906234,30,1795.765224
-800.0,30,1796.697063
-309.596892,30,1797.629173
-438.900471,30,1798.572767
-77.278577,30,1799.503344
-114.758887,30,1800.41218
-438.362926,30,1801.321995
-422.452015,30,1802.292726
-603.121609,30,1803.280766
-49.219075,30,1804.256938
-486.844882,30,1805.250917
-645.284906,30,1806.243255
-264.146163,30,1807.222874
-132.064077,30,1808.217943
61.998714,30,1809.204602
-534.448761,30,1810.179369
-88.44793,30,1811.153821
-321.623308,30,1812.288522
-295.170514,30,1813.219407
-517.762676,30,1814.133457
-189.596892,30,1815.037179
-382.452015,30,1816.002331
-748.239016,30,1816.916032
-110.432499,30,1817.907968
-391.566985,30,1818.880597
-378.702807,30,1819.864585
-685.641728,30,1820.824554
-487.460782,30,1821.809784
-333.969897,30,1822.778708
-268.952963,30,1823.755446
-216.423566,30,1824.702314
9.341197,30,1825.67479
-52.470593,30,1826.673177
-219.851484,30,1827.638244
-482.920727,30,1828.566319
-590.262734,30,1829.491613
-78.102334,30,1830.389735
-543.222989,30,1831.29946
-134.929642,30,1832.205875
-727.712533,30,1833.114442
-615.813653,30,1834.008977
-282.920727,30,1834.90417
-648.433445,30,1835.811968
-242.452015,30,1836.720732
-224.700012,30,1837.62538
-136.842813,30,1838.558981
-200.546971,30,1839.481674
-639.765031,30,1840.383615
-780.0,30,1841.285122
-276.050101,30,1842.192544
-640.755589,30,1843.126358
-333.969897,30,1844.323915
-353.969897,30,1845.228448
-323.535478,30,1846.426303
-491.754684,30,1847.337022
-221.471814,30,1848.315569
-429.818154,30,1849.298591
-506.013893,30,1850.244215
-426.844882,30,1851.183503
-317.49344,30,1852.171141
-336.503408,30,1853.138203
-629.675957,30,1854.08026
-507.9717,30,1855.015301
-348.162946,30,1856.016238
67.061726,30,1856.991003
-102.179001,30,1857.926029
-402.40399,30,1858.837616
-272.105619,30,1859.75571
-56.006478,30,1860.678284
-389.526613,30,1861.740846
-417.440109,30,1862.804861
-341.401007,30,1863.866524
-472.938437,30,1864.865589
-235.603918,30,1865.831591
-382.40399,30,1866.776972
-518.433686,30,1867.881473
-509.431349,30,1868.784459
-295.677104,30,1869.666755
-430.410602,30,1870.71651
-669.451723,30,1871.617767
-323.535478,30,1872.524002
-402.40399,30,1873.435763
89.098475,30,1874.324496
-486.998912,30,1875.222339
-534.183097,30,1876.130638
-634.293895,30,1877.275877
-57.357052,30,1878.323536
-800.0,30,1879.225798
-424.777931,30,1880.136853
-297.876693,30,1881.091718
-325.521966,30,1882.000036
-585.896322,30,1883.003949
-124.929458,30,1884.010946
125.38864,30,1884.979186
-224.023501,30,1885.923162
-475.677104,30,1886.884556
-398.177313,30,1887.882332
-54.440764,30,1888.891119
-383.222989,30,1889.850367
-98.102334,30,1890.805449
-98.102334,30,1891.726294
-840.0,30,1892.621342
-725.896322,30,1893.524632
-182.40399,30,1894.424548
-569.451723,30,1895.326507
-318.102334,30,1896.222876
-565.641728,30,1897.125122
-360.538358,30,1898.030921
-466.013893,30,1898.932166
-567.124547,30,1899.826537
-545.641728,30,1900.73054
-213.969897,30,1901.690641
-178.232848,30,1902.631328
-318.433686,30,1903.674375
-314.5612,30,1904.57717
-451.754684,30,1905.47676
-580.0,30,1906.42367
-507.470424,30,1907.526706
27.722525,30,1908.451195
-242.452015,30,1909.669197
-232.613609,30,1910.571604
-480.755589,30,1911.473754
-426.8649,30,1912.388918
-190.410602,30,1913.285936
-239.867949,30,1914.17799
-536.291433,30,1915.079458
-43.66276,30,1916.069869
146.787601,30,1917.077739
-29.596892,30,1918.011312
-754.183097,30,1919.081285
-79.453861,30,1920.173109
-197.391289,30,1921.314983
-600.0,30,1922.412948
-328.383835,30,1923.445394
-483.690233,30,1924.448123
-387.184101,30,1925.390797
-487.173278,30,1926.3213
-80.546971,30,1927.255169
-77.775853,30,1928.168263
-239.851484,30,1929.088237
-43.535362,30,1929.992314
-356.213436,30,1930.891298
-179.296445,30,1931.782177
-308.264697,30,1932.674533
-422.50132,30,1933.566015
-192.480975,30,1934.461784
62.580685,30,1935.353394
-247.320436,30,1936.267198
-680.0,30,1937.218812
-98.102334,30,1938.176542
-374.84915,30,1939.139567
-515.813653,30,1940.088663
-70.562533,30,1941.039604
133.297753,30,1942.184116
-384.777931,30,1943.124868
-507.712533,30,1944.07353
-614.183097,30,1945.010837
-467.470424,30,1945.956067
-192.006391,30,1946.894266
-369.431349,30,1947.796504
-565.955184,30,1948.700706
-422.567091,30,1949.588695
-485.111795,30,1950.486212
88.331009,30,1951.385962
47.223589,30,1952.277958
-592.811425,30,1953.169997
-564.01876,30,1954.071966
22.224147,30,1954.966062
-585.111795,30,1955.862566
-436.543956,30,1956.755774
64.766808,30,1957.651175
-220.546971,30,1958.556993
-393.469164,30,1959.447024
-552.091657,30,1960.343966
-364.777931,30,1961.238159
0.546139,30,1962.144158
-283.535478,30,1963.014919
-267.695729,30,1963.913049
-358.433686,30,1964.813923
-431.793184,30,1965.712201
-475.813653,30,1966.597718
7.386391,30,1967.535173
-487.712533,30,1968.466752
-357.440109,30,1969.378509
-467.173278,30,1970.309865
-287.184101,30,1971.298522
-294.84915,30,1972.244592
-220.538358,30,1973.143662
-33.185396,30,1974.344489
-295.677104,30,1975.422437
-118.362926,30,1976.378241
-428.166039,30,1977.273911
-329.87964,30,1978.192031
-347.184101,30,1979.074117
-139.867949,30,1979.965308
23.101906,30,1980.859835
-515.214379,30,1981.745306
29.710049,30,1982.627996
99.884448,30,1983.638845
-351.793184,30,1984.543943
-486.844882,30,1985.432871
45.576475,30,1986.320932
-452.938437,30,1987.211612
-242.40399,30,1988.145354
-607.9717,30,1989.056262
-457.652527,30,1989.941227
-152.613609,30,1990.865637
-114.929642,30,1991.767945
153.545481,30,1992.654815
-154.440764,30,1993.564153
-26.347626,30,1994.456424
-400.430865,30,1995.347097
-443.837079,30,1996.235544
-152.470593,30,1997.125558
-366.541668,30,1998.026699
19.128857,30,1998.922813
-431.754684,30,1999.839642
-37.775853,30,2000.787383
-55.241474,30,2001.722423
-183.66276,30,2002.634069
-185.575546,30,2003.54038
-359.345608,30,2004.448374
-860.0,30,2005.549694
-525.111795,30,2006.450454
103.302518,30,2007.355292
-172.006391,30,2008.302349
-113.01976,30,2009.263366
-241.536979,30,2010.179369
-543.584284,30,2011.127009
145.14346,30,2012.028946
-441.468469,30,2012.92702
-573.180988,30,2013.836802
-537.804472,30,2014.746524
-411.096615,30,2015.677719
-222.179001,30,2016.570999
-405.521966,30,2017.470078
-301.623308,30,2018.388457
-163.720177,30,2019.303133
-381.471814,30,2020.210654
-654.183097,30,2021.145102
-51.035297,30,2022.121397
-404.777931,30,2023.080409
-507.470424,30,2024.096078
-647.9717,30,2025.113061
-384.023501,30,2026.094596
-290.410602,30,2027.087652
-278.217572,30,2028.076851
-92.105619,30,2029.076299
-311.035297,30,2030.076498
-88.716126,30,2030.974298
-288.44793,30,2031.941128
-483.837079,30,2032.88305
-760.0,30,2033.821838
165.574893,30,2034.763279
-573.469164,30,2035.702413
-389.87964,30,2036.645375
-227.320436,30,2037.775632
-374.573008,30,2038.715512
-64.146163,30,2039.654253
-528.239016,30,2040.608748
-460.0,30,2041.487656
-8.952963,30,2042.370692
-116.423566,30,2043.259199
-500.0,30,2044.146728
165.574893,30,2045.032985
24.92085,30,2045.919349
-640.0,30,2046.801998
-151.566985,30,2047.686965
-509.675957,30,2048.58416
-510.051157,30,2049.516053
-105.323484,30,2050.456767
-147.320436,30,2051.397399
165.574893,30,2052.339036
-367.9717,30,2053.298843
-460.755589,30,2054.245914
21.884423,30,2055.204511
105.74372,30,2056.147607
-50.943662,30,2057.096998
-183.720177,30,2058.067965
-143.66276,30,2059.020397
-170.658803,30,2059.974531
-283.535478,30,2060.881365
-243.222989,30,2061.869266
-29.219075,30,2062.85176
-419.085441,30,2063.765718
-485.111795,30,2064.682713
99.327354,30,2065.594586
-110.943662,30,2066.53379
-327.648793,30,2067.519363
-284.777931,30,2068.515723
101.393261,30,2069.686493
-131.096615,30,2070.635418
-160.635192,30,2071.604833
-196.213436,30,2072.574409
-123.720177,30,2073.535269
-235.677104,30,2074.503339
-425.111795,30,2075.489916
145.437928,30,2076.424769
-363.584284,30,2077.425463
-158.702807,30,2078.337241
-44.023501,30,2079.255199
-305.909862,30,2080.161371
-605.111795,30,2081.108108
-132.006391,30,2082.044216
-505.955184,30,2083.039891
-191.096615,30,2084.129944
-96.006478,30,2085.129049
-188.162946,30,2086.092339
-284.777931,30,2087.130498
-147.320436,30,2088.142837
-385.641728,30,2089.330838
70.789425,30,2090.391276
-216.503408,30,2091.439372
-540.0,30,2092.333759
-34.929642,30,2093.34421
60.371846,30,2094.350676
59.36474,30,2095.260017
-420.319308,30,2096.191292
-175.170514,30,2097.106283
-315.214379,30,2098.035407
-10.658803,30,2098.960098
-261.494182,30,2099.921765
-77.876693,30,2100.84411
21.894744,30,2101.765565
-121.494182,30,2102.897129
-329.431349,30,2103.802531
-251.754684,30,2104.700505
-220.635192,30,2105.599555
-520.0,30,2106.501233
6.814604,30,2107.465661
-200.635192,30,2108.416057
-394.84915,30,2109.324661
-480.319308,30,2110.221974
-294.5612,30,2111.122444
27.324597,30,2112.012937
-457.440109,30,2112.9133
-506.013893,30,2113.808523
-221.30586,30,2114.703525
-170.262734,30,2115.59318
-176.050101,30,2116.555285
125.345017,30,2117.515064
-84.146163,30,2118.475346
-381.401007,30,2119.450585
51.488527,30,2120.479599
-87.801863,30,2121.47547
-629.675957,30,2122.532283
-48.63824,30,2123.547628
44.457039,30,2124.495116
-309.251879,30,2125.469166
-140.546971,30,2126.36813
-445.955184,30,2127.251795
-407.460782,30,2128.140765
-529.431349,30,2129.071549
27.338045,30,2130.202104
-528.166039,30,2131.285414
-384.777931,30,2132.370666
-127.801863,30,2133.463409
-110.572239,30,2134.505185
83.922189,30,2135.88501
-304.777931,30,2137.028298
-343.534146,30,2138.252976
-449.431349,30,2139.441565
-238.900471,30,2140.373134
-84.023501,30,2141.267478
-219.085441,30,2142.157451
-380.0,30,2143.048901
-380.0,30,2144.003435
-29.783121,30,2144.97407
-300.319308,30,2145.939926
-301.468469,30,2146.854138
-386.977954,30,2147.76136
-46.210474,30,2148.873052
-357.804472,30,2149.78622
-131.162645,30,2150.795603
-278.900471,30,2151.825059
-383.837079,30,2152.826507
-508.166039,30,2153.834532
-400.906234,30,2154.826186
-381.179392,30,2155.824418
159.735576,30,2156.855214
-426.708774,30,2158.168673
-13.72027,30,2159.149693
-121.471814,30,2160.085374
-140.546971,30,2160.986402
-160.546971,30,2162.063099
118.346454,30,2162.959495
-228.264697,30,2163.854973
-258.433686,30,2164.82573
-29.783121,30,2165.712618
-287.712533,30,2166.599624
96.953895,30,2167.482417
-267.184101,30,2168.446195
167.153033,30,2169.675539
-394.293895,30,2170.582334
-353.469164,30,2171.489445
-380.0,30,2172.429398
-437.652527,30,2173.332312
-69.526613,30,2174.240457
-332.811425,30,2175.143995
-520.0,30,2176.074805
-465.111795,30,2176.988894
-79.851484,30,2177.893947
-191.754684,30,2178.836192
-25.295836,30,2179.765462
2.592588,30,2180.707497
-129.526613,30,2181.655792
45.50899,30,2182.660617
-243.535478,30,2183.555137
-6.210474,30,2184.462538
98.170567,30,2185.346008
109.520676,30,2186.230665
-278.900471,30,2187.111832
-375.813653,30,2188.003075
-364.01876,30,2188.890599
62.829195,30,2189.776596
-356.291433,30,2190.669557
133.162896,30,2191.558409
-18.177313,30,2192.44434
-210.262734,30,2193.518544
-420.0,30,2194.520485
-222.50132,30,2195.533525
125.38864,30,2196.446248
-137.762676,30,2197.327383
-19.296445,30,2198.218945
136.533877,30,2199.135308
-288.916754,30,2200.050385
-81.536979,30,2201.196688
-150.262734,30,2202.113937
-33.185396,30,2203.04944
-317.052545,30,2203.967783
147.268633,30,2204.924891
60.30308,30,2205.905119
-69.887478,30,2206.845193
-368.166039,30,2207.91171
-143.16002,30,2208.912437
-114.350045,30,2209.910457
-206.8649,30,2211.022249
-648.239016,30,2212.02901
-400.755589,30,2213.118536
61.623,30,2214.133145
8.419177,30,2215.13344
-8.264697,30,2216.116478
-163.535478,30,2217.117779
-143.535362,30,2218.071571
-143.535478,30,2219.010197
-238.232848,30,2219.911292
-318.433686,30,2220.811178
-219.851484,30,2221.725765
-101.494182,30,2222.636632
-354.293895,30,2223.53855
-243.78546,30,2224.479475
-425.896322,30,2225.472688
-385.955184,30,2226.473221
-215.170514,30,2227.492761
-556.543956,30,2228.970877
-152.811425,30,2229.945681
-261.401007,30,2230.953548
-309.87964,30,2231.89271
175.032885,30,2232.858578
-405.641728,30,2234.050487
-586.977954,30,2235.11911
146.461643,30,2236.526155
-228.166039,30,2237.681875
-480.0,30,2238.733515
-238.433686,30,2239.726021
-194.5612,30,2240.658434
93.560105,30,2241.592491
-266.844882,30,2242.524806
-260.755589,30,2243.455756
28.84976,30,2244.396019
67.621454,30,2245.323835
-10.943662,30,2246.280953
-58.232848,30,2247.227328
-162.920727,30,2248.154228
-238.900471,30,2249.042958
-349.818154,30,2249.92342
-179.851484,30,2250.813447
-540.0,30,2251.708179
110.181811,30,2252.593614
95.778881,30,2253.487783
-156.213436,30,2254.370007
-283.78546,30,2255.289739
-360.0,30,2256.310139
103.247152,30,2257.241139
-314.183097,30,2258.166864
-104.146163,30,2259.104645
-342.567091,30,2260.049584
-235.677104,30,2260.960791
-83.720177,30,2261.871899
11.656101,30,2262.775215
105.805544,30,2263.683041
-84.700167,30,2264.603515
-59.851484,30,2265.529335
94.476989,30,2266.453101
25.950421,30,2267.37095
-306.013893,30,2268.503794
9.549815,30,2269.513264
-198.217572,30,2270.596572
11.047037,30,2271.621316
-331.754684,30,2272.515564
-280.430865,30,2273.426906
-211.707777,30,2274.313331
135.21601,30,2275.206836
-158.433686,30,2276.093653
152.547969,30,2276.991298
40.404781,30,2277.893907
-37.762676,30,2278.776419
81.957592,30,2279.697523
147.868059,30,2280.742102
-108.29704,30,2281.703142
-297.052545,30,2282.992594
-260.430865,30,2284.111819
-87.801863,30,2285.256445
-47.110038,30,2286.229676
-255.677104,30,2287.122189
135.090758,30,2288.014566
-265.641728,30,2288.903869
-176.213436,30,2289.918761
181.002338,30,2290.828441
-88.264697,30,2291.763834
161.161037,30,2292.73485
-226.8649,30,2293.703401
128.635261,30,2294.802758
47.96264,30,2295.79382
62.829195,30,2296.950803
93.965317,30,2297.863452
-303.121609,30,2298.832385
154.201604,30,2299.774606
-3.052861,30,2300.831475
4.679667,30,2301.931081
119.154421,30,2302.917221
-407.124547,30,2303.848558
-356.543956,30,2304.753029
-369.818154,30,2305.788892
-81.494182,30,2306.905602
128.249614,30,2307.854922
-196.545244,30,2308.79409
-380.0,30,2309.73533
64.371852,30,2310.675562
-36.842813,30,2311.688994
-151.793184,30,2312.600816
40.452881,30,2313.516511
38.816946,30,2314.496981
-236.543956,30,2315.507577
-58.702807,30,2316.489081
-433.856579,30,2317.526129
63.967696,30,2318.532608
28.366106,30,2319.525746
136.96807,30,2320.499358
-22.848027,30,2321.426215
-315.813653,30,2322.380452
-206.013893,30,2323.376695
157.765978,30,2324.388818
-162.50132,30,2325.329131
55.159142,30,2326.276412
99.327354,30,2327.22945
88.587926,30,2328.174463
121.498321,30,2329.112607
141.982164,30,2330.055649
100.767121,30,2331.04155
-340.0,30,2332.018398
-233.469164,30,2332.973985
-143.16002,30,2333.974277
-62.50132,30,2335.17127
-345.284906,30,2336.182918
-288.273176,30,2337.089406
-101.471814,30,2337.987123
-0.994599,30,2338.879272
-180.430865,30,2339.771218
-108.29704,30,2340.657646
-280.755589,30,2341.542792
36.554514,30,2342.432894
-105.575684,30,2343.327987
-248.166039,30,2344.222035
38.612848,30,2345.110676
-229.251879,30,2345.994621
6.030103,30,2346.884648
-258.433686,30,2347.803652
140.719783,30,2348.852976
-131.793184,30,2349.967719
52.807164,30,2350.917872
-206.844882,30,2351.858067
-309.675957,30,2352.852569
66.613357,30,2353.812779
-143.780115,30,2354.760633
-122.920727,30,2355.712479
114.597128,30,2356.684337
-380.0,30,2357.648342
-320.0,30,2358.622761
82.764162,30,2359.627327
98.170567,30,2360.626926
-61.30586,30,2361.658267
-309.818154,30,2362.682349
-256.291433,30,2363.717191
9.193915,30,2364.654497
110.768591,30,2365.619314
-469.451723,30,2366.806288
-191.707777,30,2368.157937
-253.180988,30,2369.062443
-320.0,30,2369.955678
54.913305,30,2370.863136
-334.293895,30,2371.745842
-17.391289,30,2372.626128
61.623,30,2373.513375
-207.460782,30,2374.391325
-37.49344,30,2375.288747
56.225898,30,2376.172415
26.893924,30,2377.056423
85.078196,30,2377.942274
-105.575684,30,2379.147312
-265.111795,30,2380.165112
-305.111795,30,2381.107433
99.346962,30,2382.386207
-229.87964,30,2383.355519
-417.652527,30,2384.393424
136.664187,30,2385.476636
-217.804472,30,2386.982946
-116.213436,30,2388.222364
-191.707777,30,2389.178362
-7.128483,30,2390.087388
54.139344,30,2390.981437
-11.096615,30,2391.92057
-118.433686,30,2392.839959
104.915517,30,2393.789427
64.708161,30,2394.771445
118.033465,30,2395.721285
-269.251879,30,2396.660668
-265.909862,30,2397.580289
-121.468469,30,2398.536819
49.217923,30,2399.478492
-247.9717,30,2400.422225
26.165836,30,2401.589852
118.559869,30,2402.577179
150.018771,30,2403.544297
148.007863,30,2404.529185
-380.0,30,2405.492916
-144.374392,30,2406.433496
118.026059,30,2407.378646
-123.222989,30,2408.361802
-328.433445,30,2409.358037
-327.124547,30,2410.307086
139.687984,30,2411.267673
-107.365708,30,2412.231786
-440.0,30,2413.159483
84.930847,30,2414.108457
-149.87964,30,2415.032154
-153.856579,30,2415.940598
-93.185396,30,2416.857529
104.569609,30,2417.854873
-153.856579,30,2419.133854
177.192402,30,2420.27975
-282.567091,30,2421.264375
1.767152,30,2422.231031
-187.173278,30,2423.273438
113.006853,30,2424.215709
-349.251879,30,2425.277023
36.797567,30,2426.379302
-227.173278,30,2427.368643
61.954915,30,2428.295966
-348.433445,30,2429.194203
23.949899,30,2430.176537
-138.217572,30,2431.278739
-35.859958,30,2432.188827
-5.535858,30,2433.125363
-116.213436,30,2434.053477
136.762558,30,2435.195917
-79.867949,30,2436.184285
21.282983,30,2437.155322
32.636305,30,2438.100572
-231.707777,30,2439.074924
-299.765031,30,2440.043193
-314.183097,30,2441.025465
-98.232848,30,2442.120456
100.321419,30,2443.078876
64.708161,30,2444.023194
-59.226874,30,2445.250891
-10.432499,30,2446.305355
-130.051157,30,2447.276747
-153.469395,30,2448.241493
-154.84915,30,2449.154906
-300.0,30,2450.073885
-283.837079,30,2451.03452
-405.284906,30,2451.936387
-14.709268,30,2452.851385
154.289599,30,2453.798228
115.327265,30,2454.846877
-211.793184,30,2455.774876
-107.365708,30,2456.692562
15.070542,30,2457.647175
21.282983,30,2458.636181
-308.433445,30,2459.552524
129.736884,30,2460.491071
-285.111795,30,2461.406029
-287.648793,30,2462.34957
-213.469164,30,2463.259227
28.744155,30,2464.200965
-55.147627,30,2465.118191
-133.517879,30,2466.054662
65.988926,30,2466.980154
-185.641728,30,2467.910512
-145.521966,30,2469.089808
115.220372,30,2470.030205
12.198137,30,2470.992809
-98.217572,30,2471.958316
-52.122764,30,2472.93733
-225.896322,30,2473.907864
-0.919262,30,2474.880126
127.352816,30,2475.861896
-73.597708,30,2476.823081
82.992276,30,2477.785392
113.999113,30,2478.899744
-183.690233,30,2479.80923
-162.567091,30,2480.865562
157.798747,30,2481.955454
-98.217572,30,2483.045152
-147.470424,30,2484.174671
-234.293895,30,2485.315951
-24.929458,30,2486.378356
-73.597708,30,2487.31483
80.25395,30,2488.255442
-197.052545,30,2489.201659
-116.545244,30,2490.131945
-266.844882,30,2491.063164
-94.84915,30,2492.05811
-280.755589,30,2493.182617
96.820673,30,2494.308907
130.731557,30,2495.415778
174.953431,30,2496.57197
149.495616,30,2497.662608
-162.316692,30,2498.827407
-141.670814,30,2499.983643
-280.0,30,2501.134863
104.569609,30,2502.264124
-249.251879,30,2503.425232
-247.648793,30,2504.586424
16.234486,30,2505.534247
-200.319308,30,2506.475733
-187.648793,30,2507.370391
69.826682,30,2508.285501
42.881086,30,2509.199253
-2.50132,30,2510.125459
-380.0,30,2511.067512
165.281831,30,2511.978668
72.013402,30,2512.924603
66.170534,30,2513.853448
-115.214379,30,2514.801452
93.042299,30,2515.807841
156.634617,30,2516.770774
26.575697,30,2517.671579
178.541435,30,2518.607906
-57.762676,30,2519.624427
-105.59002,30,2520.581223
-197.804472,30,2521.531263
-151.995998,30,2522.667451
-116.545244,30,2523.565218
60.30308,30,2524.45682
117.487629,30,2525.345259
-35.603918,30,2526.229021
182.828619,30,2527.129878
-159.346047,30,2528.033887
178.541435,30,2528.933737
28.559459,30,2529.819855
165.715752,30,2530.708987
-203.584284,30,2531.600306
128.121762,30,2532.486446
16.943632,30,2533.379315
108.004845,30,2534.269575
95.775245,30,2535.15557
-189.251879,30,2536.258296
41.980763,30,2537.139245
-243.534146,30,2538.040917
94.875246,30,2538.924274
-223.78546,30,2539.805569
-108.166039,30,2540.687887
-11.566985,30,2541.571853
126.061157,30,2542.459101
86.937901,30,2543.340124
108.886894,30,2544.222944
-154.448761,30,2545.103914
-62.531844,30,2545.986828
-272.091657,30,2546.870831
139.282664,30,2547.755268
156.634617,30,2548.643688
-76.545244,30,2549.524736
96.493271,30,2550.407057
21.282983,30,2551.287784
-163.535478,30,2552.170405
25.721726,30,2553.067104
157.798747,30,2553.956673
-20.635192,30,2554.835508
-263.690233,30,2555.724323
-200.430865,30,2556.607082
75.16592,30,2557.496208
117.428562,30,2558.386702
12.646203,30,2559.26796
35.685398,30,2560.162161
-151.995998,30,2561.048353
146.859853,30,2561.965479
148.063232,30,2562.887819
96.560484,30,2563.81482
125.629,30,2564.74487
86.357978,30,2565.673375
-280.0,30,2566.792277
-253.180988,30,2567.728778
100.201901,30,2568.665785
65.198198,30,2569.59265
-1.30586,30,2570.515631
151.748661,30,2571.44284
-87.813486,30,2572.345122
47.308337,30,2573.230747
36.554514,30,2574.118154
55.797688,30,2575.004366
63.696732,30,2575.924318
94.09457,30,2576.849897
-187.648793,30,2577.774674
56.558719,30,2578.706955
-220.906234,30,2579.635509
-185.84857,30,2580.562828
-203.584284,30,2581.490529
131.093352,30,2582.413838
139.205437,30,2583.349349
113.098659,30,2584.289061
144.744861,30,2585.196045
23.510546,30,2586.088233
-156.543956,30,2586.977295
-103.147642,30,2587.860561
-287.124547,30,2588.809069
-260.0,30,2589.714782
-180.755589,30,2590.603767
81.768683,30,2591.48718
-220.755589,30,2592.373879
14.527541,30,2593.260561
-18.216006,30,2594.149307
-137.985158,30,2595.036014
114.13461,30,2595.919654
38.886566,30,2596.802651
165.646863,30,2597.912627
115.22325,30,2598.81537
-117.052545,30,2599.700333
56.011265,30,2600.594575
90.548048,30,2601.482742
85.050972,30,2602.367128
-147.712533,30,2603.271203
147.868059,30,2604.19444
-186.013893,30,2605.116976
3.223518,30,2606.05073
99.920242,30,2606.980826
-67.184101,30,2607.913007
-94.84915,30,2608.84194
-121.468469,30,2609.773848
69.826682,30,2610.699754
-167.712533,30,2611.632328
-215.813653,30,2612.569992
65.237038,30,2613.50297
-240.0,30,2614.446004
-183.584284,30,2615.472312
-214.293895,30,2616.511942
54.139344,30,2617.49304
