#{"t_start": 1626800804.228393, "env_id": "fertilization-v0"}
r,l,t
-2852.091657,30,107.134515
-2241.471814,30,108.069191
-2635.677104,30,109.009982
-2236.241841,30,109.960824
-2359.296445,30,110.898942
-2066.050101,30,111.838861
-2326.241841,30,112.78468
-2747.184101,30,113.722003
-2506.503408,30,114.666252
-3363.856579,30,115.61157
-2033.690233,30,116.555375
-2305.284906,30,117.49722
-1988.716126,30,118.441574
-2560.755589,30,119.383183
-2542.504198,30,120.330668
-2341.080633,30,121.274335
-2379.251879,30,122.212656
-2335.284906,30,123.159539
-2064.929642,30,124.089217
-2597.384539,30,125.019978
-2889.085441,30,125.951448
-2046.719908,30,126.888529
-2447.985158,30,127.825732
-2755.284906,30,128.757934
-2970.0,30,129.703473
-3312.40399,30,130.639513
-1959.05529,30,131.577466
-1724.27478,30,132.512671
-2134.997371,30,133.45516
-2801.793184,30,134.748663
-3024.448761,30,135.687479
-3161.30586,30,136.623276
-2142.452015,30,137.562064
-2036.998912,30,138.499202
-2360.572239,30,139.432636
-2792.006391,30,140.361989
-2838.105422,30,141.301313
-3213.121609,30,142.247996
-2910.0,30,143.184339
-2447.648793,30,144.115989
-2606.213436,30,145.066737
-2716.543956,30,146.00343
-2317.391289,30,146.934941
-2536.8649,30,147.867963
-2214.929458,30,148.805853
-2403.01976,30,149.735088
-2802.480975,30,150.666078
-2139.085441,30,151.603621
-2568.105422,30,152.535931
-2820.0,30,153.479352
-2118.105422,30,154.412872
-2164.023501,30,155.353788
-2609.87964,30,156.297925
-1901.000302,30,157.238104
-2493.856579,30,158.167761
-1912.470593,30,159.101592
-2523.856579,30,160.034924
-2757.762676,30,160.975117
-2052.551183,30,161.926515
-2471.179392,30,162.881658
-2376.708774,30,163.824619
-2704.293895,30,164.767169
-2112.40399,30,165.701632
-2236.8649,30,166.998863
-2030.289951,30,167.929224
-2683.837079,30,168.863835
-1991.707777,30,169.797454
-2477.648793,30,170.733202
-2883.180988,30,171.669457
-2771.793184,30,172.609951
-1839.05529,30,173.543186
-2649.867949,30,174.487549
-2585.771067,30,175.423244
-2199.05529,30,176.36427
-2563.16002,30,177.304874
-2087.384539,30,178.258212
-2940.0,30,179.202229
-2385.006135,30,180.145844
-2426.998912,30,181.084873
-1587.110038,30,182.032061
-2269.526613,30,182.966351
-2517.052545,30,183.897295
-2328.800166,30,184.830548
-2266.8649,30,185.768536
-2250.432499,30,186.699857
-2430.0,30,187.633485
-2066.316483,30,188.569845
-2274.919635,30,189.500433
-2513.535478,30,190.433395
-2456.860209,30,191.365968
-2299.526613,30,192.303478
-3174.573008,30,193.248112
-2765.603918,30,194.186764
-2475.006135,30,195.117472
-2034.961548,30,196.053795
-2280.0,30,196.988116
-2948.433686,30,197.922593
-2366.213436,30,199.229391
-2123.66276,30,200.17416
-2816.844882,30,201.1088
-2567.695729,30,202.045596
-2852.567091,30,202.986054
-2667.9717,30,203.920192
-1786.423566,30,204.867275
-1796.842813,30,205.818114
-1953.535362,30,206.757961
-2125.140855,30,207.698884
-2425.641728,30,208.639938
-3105.111795,30,209.580216
-2209.451723,30,210.520984
-1855.896322,30,211.455631
-2844.183097,30,212.390932
-2783.584284,30,213.332858
-2005.241474,30,214.275208
-2467.470424,30,215.213046
-3069.085441,30,216.151078
-2852.091657,30,217.087648
-2725.641728,30,218.027448
-2750.289951,30,218.966368
-2428.702807,30,219.908311
-3268.264697,30,220.842246
-1999.431349,30,221.778263
-3025.284906,30,222.728553
-2431.754684,30,223.685859
-2227.470424,30,224.62826
-2634.146163,30,225.566916
-2382.927371,30,226.518429
-2388.177313,30,227.458497
-2517.320436,30,228.395345
-2148.343899,30,229.336713
-2569.818154,30,230.276293
-3018.44793,30,231.597297
-2471.793184,30,232.545062
-1900.906234,30,233.487464
-2794.732262,30,234.434262
-2628.166039,30,235.378679
-2550.0,30,236.320304
-2858.362926,30,237.261566
-2253.469164,30,238.23016
-2556.545244,30,239.184133
-2547.052545,30,240.133069
-2952.811425,30,241.077745
-2533.16002,30,242.025903
-1831.536979,30,242.973478
-2167.391289,30,243.917931
-2310.562533,30,244.856345
-2760.0,30,245.812002
-2027.648793,30,246.777406
-2371.754684,30,247.727266
-2584.5612,30,248.679313
-2777.985158,30,249.609011
-2127.804472,30,250.543627
-2082.40399,30,251.464245
-2121.920168,30,252.400293
-2221.468469,30,253.336431
-2117.460782,30,254.271354
-2305.896322,30,255.218607
-1916.860209,30,256.167063
-2665.909862,30,257.106909
-2781.623308,30,258.046572
-2518.264697,30,258.988647
-2455.700439,30,259.927432
-2758.702807,30,260.869659
-2527.278577,30,261.815284
-2304.573008,30,262.761021
-1800.562533,30,263.712952
-2606.998912,30,265.023236
-2169.596892,30,265.968423
-2957.460782,30,266.914179
-2161.401007,30,267.860411
-2390.410602,30,268.806675
-2309.439123,30,269.753229
-2434.293895,30,270.695065
-2653.78546,30,271.643551
-1878.239016,30,272.583302
-1758.102334,30,273.531589
-2391.920168,30,274.481829
-2263.78546,30,275.435878
-2510.289951,30,276.382913
-2451.920168,30,277.342552
-2259.251879,30,278.290927
-2555.553577,30,279.241117
-2186.860209,30,280.192864
-2509.453861,30,281.135734
-2712.064077,30,282.086993
-2637.652527,30,283.036159
-2242.504198,30,283.980705
-2700.0,30,284.945126
-1932.480975,30,285.896506
-2802.452015,30,286.841426
-2593.78546,30,287.784709
-2670.0,30,288.724894
-2322.551183,30,289.671821
-2823.222989,30,290.615084
-2589.930844,30,291.556554
-2318.952963,30,292.51723
-2114.440764,30,293.459646
-1788.44793,30,294.402122
-2301.920168,30,295.362242
-1812.927371,30,296.317646
-2331.471814,30,297.622657
-2724.929458,30,298.563922
-3548.433445,30,299.508083
-2060.572239,30,300.451036
-2566.977954,30,301.394493
-2397.110038,30,302.331151
-2860.051157,30,303.268402
-1961.000302,30,304.215678
-2886.545244,30,305.153044
-1916.860209,30,306.100726
-2384.84915,30,307.046327
-2882.567091,30,307.984899
-2118.102334,30,308.934438
-2278.162946,30,309.884881
-2638.273176,30,310.822764
-2507.184101,30,311.76012
-2836.543956,30,312.695815
-2490.0,30,313.632054
-2478.102334,30,314.568602
-1735.140855,30,315.506196
-2430.0,30,316.4514
-3204.146163,30,317.388199
-2289.251879,30,318.329748
-2433.469164,30,319.264764
-2235.006135,30,320.216117
-2223.469164,30,321.155255
-2585.603918,30,322.10165
-1812.927371,30,323.043463
-1929.596892,30,323.982246
-1900.545137,30,324.929074
-2424.919635,30,325.868033
-2581.401007,30,326.812043
-2478.177313,30,327.757812
-1727.384539,30,328.697661
-2096.860209,30,330.010796
-2612.179001,30,330.95296
-2493.01976,30,331.898853
-2738.383835,30,332.844862
-2500.635192,30,333.789334
-1949.439123,30,334.735071
-2148.105422,30,335.685205
-2409.930844,30,336.637411
-2555.553577,30,337.593091
-1626.545244,30,338.551769
-2844.448761,30,339.496595
-2832.811425,30,340.442058
-2855.813653,30,341.388137
-2036.006478,30,342.343838
-2727.652527,30,343.297343
-2111.30586,30,344.239397
-1907.407221,30,345.191454
-2457.320436,30,346.131912
-2379.930844,30,347.071392
-2246.006478,30,348.021545
-2314.732262,30,348.975189
-2842.612754,30,349.920369
-2647.391289,30,350.867285
-1999.783121,30,351.812983
-2538.177313,30,352.752989
-2367.357052,30,353.700538
-2320.545137,30,354.653966
-2087.407221,30,355.61053
-2731.080633,30,356.55812
-2376.708774,30,357.502151
-1822.612754,30,358.461395
-2209.431349,30,359.402377
-3242.938437,30,360.351311
-2448.166039,30,361.306725
-2685.111795,30,362.626346
-2402.179001,30,363.592574
-2636.013893,30,364.539554
-1903.185396,30,365.486246
-2382.064077,30,366.425574
-1974.919635,30,367.362163
-2551.035297,30,368.300617
-2190.0,30,369.241101
-2328.166039,30,370.19157
-2074.997371,30,371.136211
-2455.241474,30,372.083978
-2660.319308,30,373.033684
-2547.9717,30,373.98085
-2525.603918,30,374.915981
-2179.783121,30,375.878051
-2575.241474,30,376.86686
-2573.584284,30,377.834572
-1890.432499,30,378.779243
-3023.535478,30,379.731172
-2969.87964,30,380.699511
-2125.641728,30,381.654387
-2497.278577,30,382.597597
-2457.49344,30,383.544611
-2219.219075,30,384.50531
-1907.695729,30,385.452701
-1940.658803,30,386.403298
-2674.700012,30,387.349635
-2312.006391,30,388.298968
-1846.210474,30,389.244688
-1815.575546,30,390.193296
-2566.423566,30,391.151375
-2389.453861,30,392.101034
-2748.102334,30,393.04799
-2847.124547,30,393.99091
-2592.811425,30,395.304458
-2271.471814,30,396.241097
-2193.720177,30,397.19203
-2681.707777,30,398.136377
-2736.708774,30,399.077636
-2227.391289,30,400.033152
-2615.156813,30,400.978524
-2726.050101,30,401.918732
-2614.997371,30,402.872049
-2829.251879,30,403.811219
-2746.543956,30,404.757101
-2544.448761,30,405.701468
-2411.793184,30,406.637424
-2523.180988,30,407.579346
-2514.929458,30,408.514471
-2636.213436,30,409.455239
-2486.998912,30,410.401373
-2112.613609,30,411.343589
-2267.985158,30,412.284473
-1956.719908,30,413.218292
-2465.156813,30,414.158086
-2427.652527,30,415.096204
-2590.379496,30,416.032941
-1745.771067,30,416.970282
-2090.289951,30,417.910252
-2259.596892,30,418.85618
-2136.101507,30,419.805457
-2498.952963,30,420.75772
-1704.035478,30,421.701519
-3165.955184,30,422.638353
-2573.759279,30,423.580123
-1971.096615,30,424.515683
-2613.121609,30,425.449781
-2637.320436,30,426.405228
-2109.930844,30,427.722578
-1992.480975,30,428.676778
-2532.296037,30,429.630144
-2359.851484,30,430.590533
-2258.716126,30,431.543497
-2515.284906,30,432.488835
-2847.712533,30,433.43096
-1747.876693,30,434.389929
-1969.431349,30,435.351165
-2790.0,30,436.314865
-2337.775853,30,437.265067
-2244.448761,30,438.221265
-2228.232848,30,439.167481
-2641.035297,30,440.11375
-2263.78546,30,441.063007
-2243.597708,30,442.020687
-2161.401007,30,442.965884
-2491.401007,30,443.912837
-2470.545137,30,444.859157
-2715.955184,30,445.808437
-2246.998912,30,446.754596
-2759.675957,30,447.709633
-2376.541668,30,448.664048
-2412.811425,30,449.615961
-2416.503408,30,450.604364
-1786.210474,30,451.557081
-2176.543956,30,452.50839
-2198.362926,30,453.447912
-2910.0,30,454.392493
-2105.771067,30,455.335563
-1452.064077,30,456.27485
-1842.613609,30,457.215041
-2088.343899,30,458.15503
-2248.162946,30,459.102847
-1973.66276,30,460.414347
-1770.0,30,461.371613
-2313.01976,30,462.337634
-2591.162645,30,463.282489
-2292.40399,30,464.231128
-2327.184101,30,465.176776
-2926.543956,30,466.125215
-2778.343899,30,467.077403
-2709.085441,30,468.02843
-2208.343899,30,468.979526
-1963.78546,30,469.929052
-2578.916754,30,470.881387
-2486.050101,30,471.83636
-2006.316483,30,472.792517
-2617.876693,30,473.741435
-2635.896322,30,474.692104
-1910.572239,30,475.637717
-2640.0,30,476.58559
-2342.920727,30,477.555808
-2251.401007,30,478.502566
-2038.273176,30,479.449986
-2268.102334,30,480.402709
-2198.362926,30,481.353427
-2366.842813,30,482.305858
-2509.818154,30,483.258598
-2970.0,30,484.206659
-2215.896322,30,485.164231
-2622.811425,30,486.116586
-2492.179001,30,487.068583
-2757.124547,30,488.019076
-2450.319308,30,488.965255
-2428.162946,30,489.914027
-2884.01876,30,490.85606
-1831.536979,30,491.812987
-3419.87964,30,492.772496
-2761.080633,30,494.08655
-2070.0,30,495.024644
-2597.184101,30,495.964696
-1519.526613,30,496.905889
-1817.85261,30,497.849744
-2176.503408,30,498.793258
-2401.754684,30,499.733608
-2615.553577,30,500.695189
-2747.648793,30,501.640412
-2622.927371,30,502.583059
-1942.612754,30,503.52358
-2403.720177,30,504.463845
-2130.0,30,505.406694
-1873.534146,30,506.338189
-2547.762676,30,507.280825
-2815.700439,30,508.221506
-2335.909862,30,509.158082
-2087.460782,30,510.10027
-1886.316483,30,511.048271
-2018.362926,30,511.988557
-2247.052545,30,512.932102
-2193.469164,30,513.883137
-2525.521966,30,514.834022
-2370.0,30,515.787615
-2765.771067,30,516.736986
-2281.080633,30,517.683274
-2424.448761,30,518.628675
-2276.291433,30,519.57959
-2092.470593,30,520.52405
-2089.453861,30,521.47182
-2088.44793,30,522.420311
-1864.700012,30,523.369087
-2199.930844,30,524.312015
-2708.433445,30,525.264516
-2685.955184,30,526.580543
-1861.566985,30,527.529568
-2016.545244,30,528.475469
-2520.0,30,529.425071
-1794.929642,30,530.386814
-2365.284906,30,531.343878
-2113.78546,30,532.295086
-2565.006135,30,533.238147
-2439.930844,30,534.182606
-2230.379496,30,535.131926
-1823.66276,30,536.075526
-2278.264697,30,537.024643
-3287.184101,30,537.97521
-2559.867949,30,538.92874
-2918.232848,30,539.884923
-2517.49344,30,540.833274
-2847.804472,30,541.791453
-2430.0,30,542.739837
-2314.01876,30,543.682017
-2341.566985,30,544.626608
-2171.793184,30,545.572174
-2173.534146,30,546.543205
-2174.777931,30,547.49815
-2636.213436,30,548.45499
-2987.407221,30,549.415745
-2495.156813,30,550.37854
-2637.320436,30,551.325854
-2374.997371,30,552.283204
-1824.146163,30,553.235325
-2241.920168,30,554.183509
-2648.232848,30,555.133377
-2396.291433,30,556.089639
-2208.800166,30,557.039822
-2236.423566,30,557.984649
-2130.0,30,559.294172
-2550.0,30,560.244005
-2568.44793,30,561.189841
-2001.471814,30,562.144783
-1620.0,30,563.087987
-2156.316483,30,564.039952
-2507.985158,30,564.987903
-1812.811425,30,565.938779
-2407.801863,30,566.892692
-2142.480975,30,567.846336
-2042.179001,30,568.833303
-2647.470424,30,569.782736
-2664.961548,30,570.728875
-2202.480975,30,571.672752
-1752.551183,30,572.612315
-2268.800166,30,573.559287
-2345.84857,30,574.502382
-2545.909862,30,575.43967
-2074.758887,30,576.385561
-2350.906234,30,577.33134
-2464.01876,30,578.276843
-2214.919635,30,579.220233
-2550.538358,30,580.164176
-1999.453861,30,581.112581
-2340.0,30,582.062387
-2130.546971,30,583.001106
-1928.952963,30,583.9407
-1892.006391,30,584.894298
-1577.85261,30,585.837642
-2555.323484,30,586.782772
-2847.712533,30,587.731489
-2437.470424,30,588.684777
-2529.867949,30,589.635897
-1978.264697,30,590.58394
-1428.44793,30,591.905367
-1778.716126,30,592.85677
-2012.091657,30,593.800359
-2965.241474,30,594.746609
-1238.383835,30,595.699542
-3033.222989,30,596.647133
-2040.0,30,597.594838
-1942.470593,30,598.534661
-1867.470424,30,599.492522
-2645.553577,30,600.450364
-2629.296445,30,601.418628
-2305.896322,30,602.364533
-1907.184101,30,603.315335
-1881.494182,30,604.262011
-2382.40399,30,605.210793
-2517.320436,30,606.160058
-1990.379496,30,607.115846
-2034.961548,30,608.089283
-2104.01876,30,609.044434
-1734.919635,30,610.00685
-2665.284906,30,610.954992
-2709.765031,30,611.905287
-2178.166039,30,612.85279
-1454.27478,30,613.812124
-2427.357052,30,614.761026
-2054.440764,30,615.706683
-2129.439123,30,616.654514
-2927.173278,30,617.600921
-2109.085441,30,618.557433
-2512.504198,30,619.518212
-2561.793184,30,620.465144
-2618.433445,30,621.418685
-2275.896322,30,622.366375
-2415.214379,30,623.317638
-2900.319308,30,624.639427
-1956.719908,30,625.581028
-2143.837079,30,626.521358
-1942.470593,30,627.462382
-2813.535478,30,628.411767
-2045.84857,30,629.365763
-2842.504198,30,630.306678
-2430.871143,30,631.247841
-2607.357052,30,632.19086
-2371.566985,30,633.141224
-2239.887478,30,634.081461
-2590.906234,30,635.021693
-2188.916754,30,635.961082
-2224.350045,30,636.910158
-2144.27478,30,637.849677
-2277.775853,30,638.798299
-3205.284906,30,639.743692
-2273.535478,30,640.68661
-1807.440109,30,641.638974
-2575.677104,30,642.586203
-2320.545137,30,643.532732
-2619.085441,30,644.483226
-2466.541668,30,645.435581
-2024.440764,30,646.388014
-2222.567091,30,647.349042
-1669.453861,30,648.292621
-2845.896322,30,649.306416
-2201.707777,30,650.249459
-2775.575546,30,651.191524
-2934.183097,30,652.131576
-1750.545137,30,653.072927
-2277.49344,30,654.017142
-2697.49344,30,654.961773
-2571.096615,30,655.912386
-2571.096615,30,657.224262
-2265.575546,30,658.169016
-2450.658803,30,659.109439
-2527.391289,30,660.070015
-2349.930844,30,661.014473
-2484.573008,30,661.96545
-1989.05529,30,662.915802
-2398.273176,30,663.862957
-2477.173278,30,664.814391
-2266.977954,30,665.771133
-2056.977954,30,666.722289
-2560.262734,30,667.681584
-2079.05529,30,668.630622
-1914.146163,30,669.594316
-2051.000302,30,670.555988
-2064.183097,30,671.507847
-2532.296037,30,672.454615
-2170.545137,30,673.401016
-2443.837079,30,674.352703
-2198.362926,30,675.313953
-2987.985158,30,676.267879
-2304.919635,30,677.221553
-2118.102334,30,678.176503
-2213.584284,30,679.135974
-1587.775853,30,680.084372
-2804.84915,30,681.031887
-2320.545137,30,681.983836
-2183.759279,30,682.938702
-2742.296037,30,683.897528
-2349.251879,30,684.84478
-2260.379496,30,685.794481
-1972.470593,30,686.748503
-2432.091657,30,687.69417
-2735.84857,30,688.636903
-1819.851484,30,689.943483
-2072.567091,30,690.886408
-2075.603918,30,691.846389
-1739.439123,30,692.786398
-1389.930844,30,693.733214
-2089.783121,30,694.67454
-1830.0,30,695.61581
-2629.453861,30,696.563208
-2249.87964,30,697.513196
-1949.219075,30,698.459456
-1879.526613,30,699.411133
-2416.543956,30,700.348824
-1632.105619,30,701.291942
-2728.162946,30,702.251834
-1796.316483,30,703.197073
-2708.433686,30,704.142296
-2847.320436,30,705.087569
-2148.102334,30,706.033177
-1909.851484,30,706.978804
-1764.961548,30,707.934205
-1715.156813,30,708.874275
-1909.887478,30,709.817954
-2488.900471,30,710.766148
-2934.183097,30,711.708637
-3392.920727,30,712.649603
-2294.84915,30,713.597057
-2814.146163,30,714.542659
-2487.110038,30,715.481687
-1466.213436,30,716.419541
-2748.343899,30,717.366413
-2378.232848,30,718.322216
-2427.9717,30,719.279148
-1697.85261,30,720.233902
-2619.251879,30,721.184812
-2112.480975,30,722.499609
-2397.110038,30,723.44445
-2611.536979,30,724.38468
-2179.453861,30,725.354157
-1251.920168,30,726.304947
-2046.101507,30,727.25152
-1575.006135,30,728.197707
-2210.658803,30,729.143261
-2627.173278,30,730.092458
-2520.0,30,731.046874
-2169.867949,30,732.001333
-2307.357052,30,732.952819
-1944.961548,30,733.905815
-3169.451723,30,734.872221
-2141.162645,30,735.829581
-2595.111795,30,736.789364
-2705.553577,30,737.740323
-1950.546971,30,738.713023
-1826.842813,30,739.667903
-2627.173278,30,740.625111
-1648.900471,30,741.632058
-2050.262734,30,742.636131
-2127.49344,30,743.597585
-2735.84857,30,744.562196
-2490.871143,30,745.563701
-2592.811425,30,746.514623
-1883.690233,30,747.465639
-1996.8649,30,748.413617
-1827.762676,30,749.370657
-1812.480975,30,750.330272
-1981.035297,30,751.284036
-2255.771067,30,752.246726
-2582.006391,30,753.205984
-2516.860209,30,754.153541
-2636.844882,30,755.107236
-2326.543956,30,756.422045
-1937.184101,30,757.374178
-2023.185396,30,758.318585
-2335.284906,30,759.26862
-3063.222989,30,760.215254
-1392.105619,30,761.159695
-2430.562533,30,762.113467
-2342.006391,30,763.063355
-2200.051157,30,764.011224
-2363.969897,30,764.962922
-2683.78546,30,765.915481
-2259.867949,30,766.874666
-2393.535478,30,767.833018
-2388.166039,30,768.78244
-1332.551183,30,769.738744
-2010.546971,30,770.716528
-2200.379496,30,771.680048
-2544.146163,30,772.63084
-2570.410602,30,773.586861
-1754.440764,30,774.536027
-2702.567091,30,775.483778
-2385.006135,30,776.433925
-2180.289951,30,777.386478
-2389.851484,30,778.335988
-2912.938437,30,779.278602
-2368.900471,30,780.236565
-2059.345608,30,781.187043
-2286.708774,30,782.137256
-1896.541668,30,783.08406
-1657.470424,30,784.029568
-1958.232848,30,784.972233
-2449.451723,30,785.918127
-1915.909862,30,786.866162
-2019.251879,30,787.807808
-2341.566985,30,789.111608
-1849.887478,30,790.060325
-1955.342196,30,791.006929
-2563.78546,30,791.961948
-2343.720177,30,792.908582
-2241.623308,30,793.855326
-2016.101507,30,794.802775
-1733.584284,30,795.748415
-1854.919635,30,796.690666
-2107.391289,30,797.633422
-2608.900471,30,798.575025
-2108.383835,30,799.518244
-2322.927371,30,800.463206
-2876.013893,30,801.403283
-1462.470593,30,802.353296
-2785.677104,30,803.298386
-2098.217572,30,804.24372
-2398.273176,30,805.193629
-1738.217572,30,806.152051
-2110.545137,30,807.101512
-2080.430865,30,808.054444
-2302.504198,30,809.00951
-2186.006478,30,809.956296
-1954.293895,30,810.905593
-1752.480975,30,811.85618
-2107.440109,30,812.805657
-2007.052545,30,813.758052
-2245.896322,30,814.712251
-1655.07854,30,815.661107
-2485.284906,30,816.617856
-1953.535362,30,817.573842
-2493.535362,30,818.542779
-2403.469164,30,819.490228
-2399.87964,30,820.438038
-2403.180988,30,821.772166
-1684.997371,30,822.738277
-1936.241841,30,823.693388
-2196.101507,30,824.664675
-1953.121609,30,825.63351
-1978.264697,30,826.586211
-2358.102334,30,827.529681
-2344.732262,30,828.474137
-1713.720177,30,829.426042
-2218.217572,30,830.374757
-2773.185396,30,831.319772
-1953.720177,30,832.268968
-2250.0,30,833.217682
-2355.111795,30,834.156514
-1630.430865,30,835.100257
-3055.677104,30,836.048259
-2195.84857,30,836.997358
-2107.278577,30,837.955501
-2206.503408,30,838.923991
-1574.27478,30,839.869749
-1812.064077,30,840.817636
-2614.023501,30,841.769912
-2475.006135,30,842.729821
-1856.213436,30,843.68627
-2755.909862,30,844.641394
-1852.504198,30,845.57698
-3326.998912,30,846.523584
-2168.716126,30,847.478786
-1962.551183,30,848.425498
-1846.210474,30,849.382908
-1597.391289,30,850.343655
-2438.433445,30,851.312041
-2441.707777,30,852.266057
-2813.597708,30,853.2184
-2644.293895,30,854.532955
-2597.648793,30,855.480382
-1879.296445,30,856.435981
-1677.712533,30,857.379442
-1497.49344,30,858.324688
-2547.124547,30,859.266609
-2026.210474,30,860.208532
-2306.316483,30,861.158226
-2068.273176,30,862.105604
-1655.323484,30,863.055785
-1913.759279,30,864.004073
-1955.521966,30,864.944668
-2181.494182,30,865.883907
-1919.675957,30,866.834856
-2165.813653,30,867.771243
-1315.700439,30,868.724356
-1932.551183,30,869.671925
-1932.551183,30,870.638737
-2448.105422,30,871.586898
-2465.84857,30,872.528014
-2045.603918,30,873.47018
-2961.471814,30,874.419049
-2875.896322,30,875.365526
-2627.460782,30,876.313221
-1938.102334,30,877.270932
-1834.293895,30,878.229928
-2229.596892,30,879.192212
-2035.641728,30,880.147471
-2494.350045,30,881.099402
-2018.716126,30,882.056325
-2216.844882,30,883.017243
-2168.433445,30,883.96312
-2092.612754,30,884.919666
-2425.140855,30,885.879975
-2760.0,30,887.196631
-1872.064077,30,888.148822
-2759.219075,30,889.098422
-2216.050101,30,890.05305
-1516.241841,30,891.006991
-2569.851484,30,891.95249
-2237.985158,30,892.897608
-2327.384539,30,893.844308
-2420.319308,30,894.783949
-1950.432499,30,895.725909
-2142.40399,30,896.671104
-2322.452015,30,897.620689
-2497.391289,30,898.568164
-1567.470424,30,899.505016
-2155.677104,30,900.452634
-2741.000302,30,901.397362
-2075.813653,30,902.346817
-1749.05529,30,903.301476
-2432.179001,30,904.246207
-2293.185396,30,905.193684
-2245.641728,30,906.140834
-2134.350045,30,907.08305
-2561.179392,30,908.033181
-2239.783121,30,908.981294
-2193.180988,30,909.940627
-2548.900471,30,910.895206
-2185.909862,30,911.840399
-2377.801863,30,912.797009
-2170.262734,30,913.744218
-2343.222989,30,914.694051
-1754.27478,30,915.649679
-2836.977954,30,916.596135
-1951.536979,30,917.55216
-1954.350045,30,918.497045
-1761.623308,30,919.812439
-2415.575546,30,920.759987
-2044.01876,30,921.707806
-1886.316483,30,922.649754
-1662.064077,30,923.59312
-1704.035478,30,924.534038
-2155.909862,30,925.47997
-2616.719908,30,926.432227
-2161.401007,30,927.379669
-2248.916754,30,928.324924
-1750.545137,30,929.272528
-1978.916754,30,930.221485
-2214.961548,30,931.196449
-1778.952963,30,932.150488
-1362.064077,30,933.087216
-1421.000302,30,934.029779
-1703.597708,30,934.975412
-2100.871143,30,935.921661
-1152.613609,30,936.873919
-1740.538358,30,937.820517
-2456.842813,30,938.766812
-2090.289951,30,939.710614
-1747.470424,30,940.661385
-1714.023501,30,941.598637
-1771.536979,30,942.543212
-2157.110038,30,943.484408
-2426.842813,30,944.435591
-2656.423566,30,945.380539
-2036.013893,30,946.322464
-2217.9717,30,947.265045
-1644.146163,30,948.211721
-2019.596892,30,949.165219
-2190.0,30,950.14629
-1793.66276,30,951.088577
-2353.185396,30,952.408186
-2567.173278,30,953.354915
-1464.929642,30,954.319471
-2039.439123,30,955.279808
-1913.759279,30,956.236714
-1954.700012,30,957.187995
-1988.716126,30,958.142051
